חודש/שנה קלנדרי/ת,מקט,תחזית
01.2019,188,"6,684 קג"
01.2019,189,"4,489 קג"
01.2019,190,"4,633 קג"
01.2019,191,"2,829 קג"
01.2019,167,"2,046 קג"
01.2019,665,"1,966 קג"
01.2019,939,"33,313 קג"
01.2019,24,"4,468 קג"
01.2019,2214,"1,768 קג"
01.2019,2227,"1,439 קג"
01.2019,1594,490 קג
01.2019,485,"2,470 קג"
01.2019,486,"2,540 קג"
01.2019,487,"2,011 קג"
01.2019,488,"2,166 קג"
01.2019,144,934 קג
01.2019,327,"3,843 קג"
01.2019,1522,331 קג
01.2019,1523,"1,500 קג"
01.2019,68,"2,312 קג"
01.2019,967,"5,419 קג"
01.2019,901,"19,539 קג"
01.2019,2054,"8,926 קג"
01.2019,2055,"10,680 קג"
01.2019,2056,"9,519 קג"
01.2019,2057,"2,710 קג"
01.2019,2058,311 קג
01.2019,2059,"1,670 קג"
01.2019,2060,"4,277 קג"
01.2019,505,"10,250 קג"
01.2019,506,"2,201 קג"
01.2019,507,"3,140 קג"
01.2019,508,"3,128 קג"
01.2019,2064,663 קג
01.2019,2066,"4,595 קג"
01.2019,2067,"1,262 קג"
01.2019,2068,620 קג
01.2019,2069,490 קג
01.2019,2070,614 קג
01.2019,2071,488 קג
01.2019,1923,"4,321 קג"
01.2019,1924,"4,491 קג"
01.2019,1925,"1,675 קג"
01.2019,1926,"1,609 קג"
01.2019,1927,"2,325 קג"
01.2019,509,"6,996 קג"
01.2019,1581,799 קג
01.2019,2511,"1,500 קג"
01.2019,2512,"2,550 קג"
01.2019,50,"9,591 קג"
01.2019,735,300 קג
01.2019,684,"13,905 קג"
01.2019,1158,"4,150 קג"
01.2019,2398,"1,010 קג"
01.2019,2201,"1,024 קג"
01.2019,2228,"5,465 קג"
01.2019,1119,"17,926 קג"
01.2019,747,"5,814 קג"
01.2019,748,"9,836 קג"
01.2019,749,"4,642 קג"
01.2019,106,"7,891 קג"
01.2019,685,"15,447 קג"
01.2019,2229,"3,417 קג"
01.2019,2230,"1,921 קג"
01.2019,2192,775 קג
01.2019,2202,"2,834 קג"
01.2019,2203,"1,705 קג"
01.2019,1200,"9,608 קג"
01.2019,1201,"8,033 קג"
01.2019,2204,"1,572 קג"
01.2019,2180,"1,639 קג"
01.2019,750,"10,747 קג"
01.2019,751,"5,105 קג"
01.2019,893,"3,208 קג"
01.2019,328,"4,241 קג"
01.2019,752,"3,765 קג"
01.2019,1582,419 קג
01.2019,2432,170 קג
01.2019,2231,"2,550 קג"
01.2019,2215,"2,357 קג"
01.2019,2433,741 קג
01.2019,2434,820 קג
01.2019,329,"3,945 קג"
01.2019,1415,"37,900 קג"
01.2019,1416,"12,049 קג"
01.2019,1417,"9,523 קג"
01.2019,1290,"2,632 קג"
01.2019,1291,992 קג
01.2019,1292,"3,321 קג"
01.2019,838,"54,895 קג"
01.2019,720,"6,361 קג"
01.2019,69,"1,765 קג"
01.2019,84,"1,889 קג"
01.2019,2436,730 קג
01.2019,887,"37,968 קג"
01.2019,2399,177 קג
01.2019,2301,896 קג
01.2019,107,"4,915 קג"
01.2019,940,"18,296 קג"
01.2019,1352,"10,689 קג"
01.2019,1418,610 קג
01.2019,1274,"10,629 קג"
01.2019,1293,"4,537 קג"
01.2019,1316,"9,955 קג"
01.2019,1317,"17,600 קג"
01.2019,1318,"13,216 קג"
01.2019,1085,"61,992 קג"
01.2019,978,363 קג
01.2019,97,"3,905 קג"
01.2019,1482,"8,270 קג"
01.2019,1319,"3,206 קג"
01.2019,1320,"2,905 קג"
01.2019,2297,"11,125 קג"
01.2019,968,"6,872 קג"
01.2019,969,"6,434 קג"
01.2019,1028,"43,578 קג"
01.2019,1029,"37,089 קג"
01.2019,854,"9,250 קג"
01.2019,907,"16,086 קג"
01.2019,954,"31,313 קג"
01.2019,908,"13,719 קג"
01.2019,888,"4,549 קג"
01.2019,803,"2,534 קג"
01.2019,1202,"4,447 קג"
01.2019,1203,"1,537 קג"
01.2019,1204,"4,447 קג"
01.2019,1205,"1,537 קג"
01.2019,1206,"3,344 קג"
01.2019,1207,"3,344 קג"
01.2019,1208,"1,096 קג"
01.2019,1324,718 קג
01.2019,1325,"3,250 קג"
01.2019,1224,"3,353 קג"
01.2019,1225,450 קג
01.2019,1226,204 קג
01.2019,1072,"4,774 קג"
01.2019,1073,"3,270 קג"
01.2019,1074,"3,850 קג"
01.2019,1059,"20,995 קג"
01.2019,1075,"4,971 קג"
01.2019,957,"18,314 קג"
01.2019,89,"1,990 קג"
01.2019,2179,"2,998 קג"
01.2019,2181,"1,627 קג"
01.2019,2182,"1,627 קג"
01.2019,1247,"1,096 קג"
01.2019,1370,"1,900 קג"
01.2019,2440,415 קג
01.2019,2441,205 קג
01.2019,776,556 קג
01.2019,171,"2,822 קג"
01.2019,1076,"4,850 קג"
01.2019,1375,321 קג
02.2019,2489,"1,770 קג"
02.2019,2465,357 קג
02.2019,219,883 קג
02.2019,239,"1,127 קג"
02.2019,428,"6,716 קג"
02.2019,240,368 קג
02.2019,241,582 קג
02.2019,220,442 קג
02.2019,304,"1,875 קג"
02.2019,305,"7,120 קג"
02.2019,430,"8,017 קג"
02.2019,451,"3,106 קג"
02.2019,452,"3,368 קג"
02.2019,350,"22,861 קג"
02.2019,368,"2,785 קג"
02.2019,365,"2,546 קג"
02.2019,351,"7,349 קג"
02.2019,352,"20,378 קג"
02.2019,369,"10,515 קג"
02.2019,434,"16,259 קג"
02.2019,435,"6,075 קג"
02.2019,436,"6,058 קג"
02.2019,317,"16,385 קג"
02.2019,318,"3,927 קג"
02.2019,319,"4,186 קג"
02.2019,331,"25,603 קג"
02.2019,346,"9,083 קג"
02.2019,341,"3,851 קג"
02.2019,242,"7,729 קג"
02.2019,342,"9,230 קג"
02.2019,332,"22,608 קג"
02.2019,272,"4,570 קג"
02.2019,1606,"1,894 קג"
02.2019,1607,213 קג
02.2019,1583,"1,774 קג"
02.2019,1585,913 קג
02.2019,1586,199 קג
02.2019,661,"5,066 קג"
02.2019,662,"2,187 קג"
02.2019,2593,"1,758 קג"
02.2019,2369,"4,498 קג"
02.2019,2364,"3,686 קג"
02.2019,1475,"7,521 קג"
02.2019,273,"8,316 קג"
02.2019,274,"5,510 קג"
02.2019,1476,"21,347 קג"
02.2019,206,"103,393 קג"
02.2019,210,"7,249 קג"
02.2019,213,"41,693 קג"
02.2019,209,"2,217 קג"
02.2019,1379,"26,142 קג"
02.2019,1380,"17,717 קג"
02.2019,1297,"5,199 קג"
02.2019,1354,"19,525 קג"
02.2019,1261,"4,027 קג"
02.2019,1381,"17,275 קג"
02.2019,1298,"4,009 קג"
02.2019,1262,"5,697 קג"
02.2019,1355,"17,687 קג"
02.2019,1356,"13,541 קג"
02.2019,1299,"4,925 קג"
02.2019,1300,"3,694 קג"
02.2019,1278,"4,255 קג"
02.2019,1357,"16,346 קג"
02.2019,1160,"9,346 קג"
02.2019,1161,"6,980 קג"
02.2019,1162,"5,115 קג"
02.2019,1163,"4,696 קג"
02.2019,1164,"5,438 קג"
02.2019,1165,"18,069 קג"
02.2019,1166,"7,167 קג"
02.2019,1167,"10,801 קג"
02.2019,1382,"7,987 קג"
02.2019,233,"1,885 קג"
02.2019,1358,"22,637 קג"
02.2019,2,"8,278 קג"
02.2019,3,"10,435 קג"
02.2019,13,"61,765 קג"
02.2019,1469,"1,120 קג"
02.2019,1470,"2,750 קג"
02.2019,1168,"7,209 קג"
02.2019,1169,"5,058 קג"
02.2019,1359,"5,237 קג"
02.2019,1383,"4,220 קג"
02.2019,1360,"3,924 קג"
02.2019,1361,"3,513 קג"
02.2019,1471,388 קג
02.2019,1384,"7,218 קג"
02.2019,1385,"5,150 קג"
02.2019,1386,"1,558 קג"
02.2019,1170,"2,579 קג"
02.2019,1171,"3,017 קג"
02.2019,1172,"1,558 קג"
02.2019,1301,"1,474 קג"
02.2019,1173,"2,142 קג"
02.2019,1472,"1,033 קג"
02.2019,1302,"1,135 קג"
02.2019,1303,"1,062 קג"
02.2019,1304,"1,325 קג"
02.2019,1491,"7,508 קג"
02.2019,1492,"5,117 קג"
02.2019,1493,"7,307 קג"
02.2019,1494,"16,811 קג"
02.2019,1263,"1,473 קג"
02.2019,1264,"1,471 קג"
02.2019,2388,"7,591 קג"
02.2019,2389,205 קג
02.2019,2517,"67,475 קג"
02.2019,2530,"6,656 קג"
02.2019,2532,"57,850 קג"
02.2019,2533,"17,250 קג"
02.2019,2534,"5,140 קג"
02.2019,2535,"78,500 קג"
02.2019,2515,"3,460 קג"
02.2019,2567,"1,465 קג"
02.2019,2536,"26,350 קג"
02.2019,2461,751 קג
02.2019,2462,"1,013 קג"
02.2019,2386,455 קג
02.2019,2571,"1,240 קג"
02.2019,2495,"73,600 קג"
02.2019,2493,"1,144 קג"
02.2019,2468,"1,206 קג"
02.2019,2494,"1,850 קג"
02.2019,2480,"1,360 קג"
02.2019,832,"63,705 קג"
02.2019,882,"20,425 קג"
02.2019,1052,"65,883 קג"
02.2019,1037,"18,328 קג"
02.2019,1012,"27,782 קג"
02.2019,911,"69,747 קג"
02.2019,1013,"7,736 קג"
02.2019,846,"24,240 קג"
02.2019,912,"46,034 קג"
02.2019,736,"2,944 קג"
02.2019,1144,"8,113 קג"
02.2019,25,"97,092 קג"
02.2019,85,"17,364 קג"
02.2019,74,"8,667 קג"
02.2019,1098,"11,293 קג"
02.2019,881,"26,581 קג"
02.2019,861,"96,700 קג"
02.2019,1038,"42,438 קג"
02.2019,883,"13,045 קג"
02.2019,833,"146,408 קג"
02.2019,834,"39,793 קג"
02.2019,35,"15,537 קג"
02.2019,114,"9,550 קג"
02.2019,111,"6,988 קג"
02.2019,1049,"15,741 קג"
02.2019,1050,"14,229 קג"
02.2019,117,"3,004 קג"
02.2019,118,"9,900 קג"
02.2019,37,"18,578 קג"
02.2019,1099,"74,264 קג"
02.2019,38,"77,240 קג"
02.2019,119,"7,945 קג"
02.2019,120,"13,756 קג"
02.2019,121,"1,864 קג"
02.2019,1086,"531,769 קג"
02.2019,1134,"190,346 קג"
02.2019,91,"8,833 קג"
02.2019,878,"247,113 קג"
02.2019,1053,"17,329 קג"
02.2019,862,"18,607 קג"
02.2019,863,"173,283 קג"
02.2019,864,"8,850 קג"
02.2019,1145,"186,878 קג"
02.2019,1142,"9,560 קג"
02.2019,1143,"11,240 קג"
02.2019,847,"14,977 קג"
02.2019,39,"3,675 קג"
02.2019,112,"3,600 קג"
02.2019,989,"59,339 קג"
02.2019,913,"16,900 קג"
02.2019,914,"108,031 קג"
02.2019,1014,"134,590 קג"
02.2019,1003,"16,100 קג"
02.2019,1054,"48,967 קג"
02.2019,116,"7,511 קג"
02.2019,1100,"24,212 קג"
02.2019,1015,"10,948 קג"
02.2019,1101,"70,038 קג"
02.2019,86,"4,761 קג"
02.2019,30,"11,555 קג"
02.2019,1102,"57,341 קג"
02.2019,75,"10,364 קג"
02.2019,1122,"20,836 קג"
02.2019,1094,"84,539 קג"
02.2019,884,"11,790 קג"
02.2019,835,"96,024 קג"
02.2019,865,"14,941 קג"
02.2019,866,"66,408 קג"
02.2019,1174,"2,142 קג"
02.2019,1175,"1,267 קג"
02.2019,320,"3,837 קג"
02.2019,1039,"20,281 קג"
02.2019,1123,"3,100 קג"
02.2019,2482,"13,222 קג"
02.2019,1305,"3,514 קג"
02.2019,2483,"3,218 קג"
02.2019,727,583 קג
02.2019,1611,"1,591 קג"
02.2019,1612,211 קג
02.2019,725,107 קג
02.2019,1559,"1,505 קג"
02.2019,1560,"1,570 קג"
02.2019,1561,"2,683 קג"
02.2019,1562,"2,778 קג"
02.2019,1103,"27,014 קג"
02.2019,859,"15,132 קג"
02.2019,115,"8,231 קג"
02.2019,2333,"8,140 קג"
02.2019,1563,"1,535 קג"
02.2019,2476,337 קג
02.2019,1565,"3,964 קג"
02.2019,726,156 קג
02.2019,59,"20,777 קג"
02.2019,60,"11,286 קג"
02.2019,61,"26,293 קג"
02.2019,62,"33,556 קג"
02.2019,2498,"7,100 קג"
02.2019,1265,"2,240 קג"
02.2019,321,"5,054 קג"
02.2019,1266,738 קג
02.2019,276,"2,910 קג"
02.2019,438,"6,977 קג"
02.2019,2455,"1,525 קג"
02.2019,990,"45,095 קג"
02.2019,26,"75,860 קג"
02.2019,82,"9,061 קג"
02.2019,1613,"1,000 קג"
02.2019,1614,470 קג
02.2019,1615,"1,396 קג"
02.2019,2247,"1,619 קג"
02.2019,1040,"34,915 קג"
02.2019,102,"7,699 קג"
02.2019,867,"35,100 קג"
02.2019,1389,"21,946 קג"
02.2019,1345,"7,589 קג"
02.2019,2456,"2,145 קג"
02.2019,848,"4,249 קג"
02.2019,879,"37,508 קג"
02.2019,1041,"26,560 קג"
02.2019,1545,"86,841 קג"
02.2019,2542,"23,200 קג"
02.2019,2543,"15,220 קג"
02.2019,1546,"1,004 קג"
02.2019,1016,"185,890 קג"
02.2019,2248,"2,151 קג"
02.2019,2249,"7,022 קג"
02.2019,2250,"6,182 קג"
02.2019,126,"1,259 קג"
02.2019,127,237 קג
02.2019,1346,"2,074 קג"
02.2019,27,"193,790 קג"
02.2019,2251,"1,704 קג"
02.2019,2252,"3,396 קג"
02.2019,1390,"6,571 קג"
02.2019,1362,"5,503 קג"
02.2019,1267,"1,812 קג"
02.2019,1268,"6,312 קג"
02.2019,278,"3,012 קג"
02.2019,1140,"6,976 קג"
02.2019,1017,"26,074 קג"
02.2019,246,"1,036 קג"
02.2019,247,"2,901 קג"
02.2019,390,"4,049 קג"
02.2019,391,"2,430 קג"
02.2019,392,"2,547 קג"
02.2019,818,"9,831 קג"
02.2019,2477,277 קג
02.2019,1596,111 קג
02.2019,1597,872 קג
02.2019,1598,226 קג
02.2019,1599,362 קג
02.2019,93,"7,785 קג"
02.2019,95,"5,821 קג"
02.2019,96,"5,996 קג"
02.2019,996,"14,275 קג"
02.2019,819,"9,150 קג"
02.2019,248,"5,018 קג"
02.2019,279,"10,310 קג"
02.2019,306,"3,071 קג"
02.2019,280,"14,288 קג"
02.2019,249,"5,138 קג"
02.2019,1566,"1,460 קג"
02.2019,849,"5,899 קג"
02.2019,2584,"8,021 קג"
02.2019,1018,"24,432 קג"
02.2019,1146,"15,500 קג"
02.2019,1105,"19,827 קג"
02.2019,678,"9,445 קג"
02.2019,679,"8,314 קג"
02.2019,1141,"4,597 קג"
02.2019,850,"4,731 קג"
02.2019,2315,"3,208 קג"
02.2019,2316,"4,418 קג"
02.2019,1306,"3,696 קג"
02.2019,1524,"5,467 קג"
02.2019,282,167 קג
02.2019,283,603 קג
02.2019,353,"9,580 קג"
02.2019,1176,"20,502 קג"
02.2019,1106,"41,810 קג"
02.2019,1567,"3,920 קג"
02.2019,250,"16,434 קג"
02.2019,728,"5,053 קג"
02.2019,87,"22,910 קג"
02.2019,76,"11,570 קג"
02.2019,92,"9,182 קג"
02.2019,31,"24,021 קג"
02.2019,63,"7,703 קג"
02.2019,83,"12,287 קג"
02.2019,64,"5,729 קג"
02.2019,88,"4,864 קג"
02.2019,613,"1,762 קג"
02.2019,494,"1,101 קג"
02.2019,495,720 קג
02.2019,496,539 קג
02.2019,934,"18,898 קג"
02.2019,927,"16,197 קג"
02.2019,1625,187 קג
02.2019,921,"35,098 קג"
02.2019,1177,"5,344 קג"
02.2019,1178,"37,410 קג"
02.2019,98,"5,152 קג"
02.2019,104,"4,525 קג"
02.2019,707,"3,936 קג"
02.2019,354,"23,714 קג"
02.2019,1095,"264,643 קג"
02.2019,1138,"306,366 קג"
02.2019,1107,"20,151 קג"
02.2019,1179,"5,496 קג"
02.2019,1363,"4,092 קג"
02.2019,1364,"3,443 קג"
02.2019,334,"30,130 קג"
02.2019,1393,"5,452 קג"
02.2019,1394,"3,501 קג"
02.2019,371,"1,108 קג"
02.2019,372,"6,992 קג"
02.2019,373,"1,814 קג"
02.2019,374,492 קג
02.2019,375,707 קג
02.2019,376,"1,449 קג"
02.2019,377,548 קג
02.2019,378,"6,080 קג"
02.2019,379,"1,841 קג"
02.2019,2544,"27,400 קג"
02.2019,65,"3,806 קג"
02.2019,2524,"19,000 קג"
02.2019,1395,"17,749 קג"
02.2019,128,"2,413 קג"
02.2019,335,"4,644 קג"
02.2019,307,"2,476 קג"
02.2019,380,994 קג
02.2019,381,620 קג
02.2019,2292,"2,340 קג"
02.2019,2293,"1,500 קג"
02.2019,2294,"5,000 קג"
02.2019,2295,"1,640 קג"
02.2019,997,825 קג
02.2019,1463,"8,145 קג"
02.2019,1464,"3,471 קג"
02.2019,1477,"8,687 קג"
02.2019,687,"7,376 קג"
02.2019,688,"7,380 קג"
02.2019,1437,"4,625 קג"
02.2019,2572,"41,296 קג"
02.2019,2574,"8,316 קג"
02.2019,382,497 קג
02.2019,610,"26,682 קג"
02.2019,1269,"3,615 קג"
02.2019,1270,"1,507 קג"
02.2019,1348,"4,452 קג"
02.2019,32,"6,604 קג"
02.2019,1397,"5,166 קג"
02.2019,1257,"4,568 קג"
02.2019,15,"4,229 קג"
02.2019,2331,"24,283 קג"
02.2019,2329,"25,419 קג"
02.2019,285,"1,827 קג"
02.2019,631,"10,590 קג"
02.2019,2526,"11,650 קג"
02.2019,1096,"176,490 קג"
02.2019,1440,"10,460 קג"
02.2019,1441,816 קג
02.2019,1442,828 קג
02.2019,680,"7,764 קג"
02.2019,681,"3,637 קג"
02.2019,729,"6,855 קג"
02.2019,730,"3,225 קג"
02.2019,731,"2,113 קג"
02.2019,1527,"2,550 קג"
02.2019,2325,"3,789 קג"
02.2019,2321,"10,155 קג"
02.2019,2322,"2,698 קג"
02.2019,2323,"10,274 קג"
02.2019,611,"19,154 קג"
02.2019,1443,"1,299 קג"
02.2019,1444,"2,764 קג"
02.2019,2324,"2,042 קג"
02.2019,1398,"6,497 קג"
02.2019,2575,"18,753 קג"
02.2019,344,"3,853 קג"
02.2019,251,"2,192 קג"
02.2019,1400,"6,068 קג"
02.2019,1628,"1,234 קג"
02.2019,1629,"1,290 קג"
02.2019,1588,"1,016 קג"
02.2019,252,"6,017 קג"
02.2019,1579,"1,093 קג"
02.2019,2326,"2,620 קג"
02.2019,1478,"29,762 קג"
02.2019,412,"10,360 קג"
02.2019,413,"10,300 קג"
02.2019,227,"3,265 קג"
02.2019,1180,"4,937 קג"
02.2019,1181,"2,132 קג"
02.2019,1182,"4,588 קג"
02.2019,1183,"2,452 קג"
02.2019,1279,"8,880 קג"
02.2019,1184,"22,212 קג"
02.2019,1185,"1,753 קג"
02.2019,1280,"3,061 קג"
02.2019,1154,"11,665 קג"
02.2019,1619,500 קג
02.2019,1051,"6,575 קג"
02.2019,1537,"1,402 קג"
02.2019,1538,"4,080 קג"
02.2019,663,"2,203 קג"
02.2019,664,"1,718 קג"
02.2019,619,"27,904 קג"
02.2019,632,"3,979 קג"
02.2019,709,"1,669 קג"
02.2019,1454,"8,960 קג"
02.2019,1455,"8,395 קג"
02.2019,1479,"8,372 קג"
02.2019,1539,"2,302 קג"
02.2019,1532,"2,481 קג"
02.2019,397,"3,137 קג"
02.2019,398,"3,425 קג"
02.2019,897,"94,175 קג"
02.2019,898,"96,629 קג"
02.2019,2546,"26,980 קג"
02.2019,1540,"1,761 קג"
02.2019,2383,459 קג
02.2019,2352,"4,293 קג"
02.2019,2353,"4,596 קג"
02.2019,2354,"4,596 קג"
02.2019,1,"3,118 קג"
02.2019,1281,"1,318 קג"
02.2019,1282,"8,961 קג"
02.2019,1349,"1,770 קג"
02.2019,1350,742 קג
02.2019,2499,"4,504 קג"
02.2019,1448,"1,927 קג"
02.2019,1365,"1,496 קג"
02.2019,1402,"17,970 קג"
02.2019,1312,626 קג
02.2019,1403,"7,112 קג"
02.2019,1155,"5,556 קג"
02.2019,1149,"8,190 קג"
02.2019,1150,"11,003 קג"
02.2019,254,"9,032 קג"
02.2019,1506,"2,760 קג"
02.2019,690,"1,193 קג"
02.2019,2392,"1,344 קג"
02.2019,7,"1,098 קג"
02.2019,17,"51,801 קג"
02.2019,18,"3,600 קג"
02.2019,915,"75,014 קג"
02.2019,916,"53,076 קג"
02.2019,2296,"5,700 קג"
02.2019,8,748 קג
02.2019,11,"7,100 קג"
02.2019,6,800 קג
02.2019,1271,"7,898 קג"
02.2019,1191,"13,548 קג"
02.2019,682,"2,465 קג"
02.2019,683,"3,308 קג"
02.2019,1272,"1,850 קג"
02.2019,20,"4,333 קג"
02.2019,2469,509 קג
02.2019,1508,800 קג
02.2019,1404,654 קג
02.2019,612,"26,350 קג"
02.2019,710,"2,387 קג"
02.2019,2355,"4,898 קג"
02.2019,1020,"27,905 קג"
02.2019,1577,"3,775 קג"
02.2019,387,"1,099 קג"
02.2019,388,"1,054 קג"
02.2019,935,"12,884 קג"
02.2019,936,"17,091 קג"
02.2019,2549,"25,214 קג"
02.2019,99,"2,152 קג"
02.2019,1032,"3,746 קג"
02.2019,1033,"3,334 קג"
02.2019,958,"16,564 קג"
02.2019,899,"23,587 קג"
02.2019,2463,"2,522 קג"
02.2019,959,"14,212 קג"
02.2019,840,"6,423 קג"
02.2019,841,"9,284 קג"
02.2019,937,"9,688 קג"
02.2019,393,"3,423 קג"
02.2019,455,"1,867 קג"
02.2019,456,"1,915 קג"
02.2019,457,"1,770 קג"
02.2019,458,"2,606 קג"
02.2019,1533,"6,318 קג"
02.2019,517,"80,689 קג"
02.2019,291,"1,305 קג"
02.2019,2190,750 קג
02.2019,193,"4,266 קג"
02.2019,194,"5,977 קג"
02.2019,394,"4,587 קג"
02.2019,1084,"167,070 קג"
02.2019,1112,"12,218 קג"
02.2019,1113,"11,444 קג"
02.2019,1590,126 קג
02.2019,415,"36,193 קג"
02.2019,518,"14,312 קג"
02.2019,519,"6,627 קג"
02.2019,520,"11,558 קג"
02.2019,459,"3,183 קג"
02.2019,531,"6,204 קג"
02.2019,1273,"1,914 קג"
02.2019,811,"30,487 קג"
02.2019,812,"30,092 קג"
02.2019,1406,374 קג
02.2019,521,"17,740 קג"
02.2019,532,265 קג
02.2019,2421,821 קג
02.2019,2422,857 קג
02.2019,2423,636 קג
02.2019,40,"2,228 קג"
02.2019,692,"27,943 קג"
02.2019,1061,"1,410 קג"
02.2019,900,"31,950 קג"
02.2019,1124,"80,448 קג"
02.2019,693,"1,411 קג"
02.2019,1034,"5,511 קג"
02.2019,621,"57,033 קג"
02.2019,633,"8,924 קג"
02.2019,634,"8,443 קג"
02.2019,635,"6,335 קג"
02.2019,622,"17,007 קג"
02.2019,614,"3,181 קג"
02.2019,623,"8,653 קג"
02.2019,2299,"7,250 קג"
02.2019,644,"2,303 קג"
02.2019,645,"2,303 קג"
02.2019,651,"9,198 קג"
02.2019,647,"4,027 קג"
02.2019,657,"5,724 קג"
02.2019,652,"2,001 קג"
02.2019,2551,"3,880 קג"
02.2019,910,"20,120 קג"
02.2019,773,"6,126 קג"
02.2019,986,"8,612 קג"
02.2019,1536,"1,801 קג"
02.2019,774,"6,802 קג"
02.2019,2270,"1,360 קג"
02.2019,460,"1,280 קג"
02.2019,2300,"2,826 קג"
02.2019,917,"12,694 קג"
02.2019,2271,688 קג
02.2019,2276,688 קג
02.2019,2277,"10,180 קג"
02.2019,2278,688 קג
02.2019,2279,"4,300 קג"
02.2019,77,"6,965 קג"
02.2019,694,"3,402 קג"
02.2019,695,"6,087 קג"
02.2019,461,"2,515 קג"
02.2019,960,"11,812 קג"
02.2019,961,"11,149 קג"
02.2019,962,"14,330 קג"
02.2019,963,"13,371 קג"
02.2019,33,110 קג
02.2019,964,"4,580 קג"
02.2019,965,"6,041 קג"
02.2019,28,"45,109 קג"
02.2019,2519,"20,111 קג"
02.2019,1529,591 קג
02.2019,820,"11,162 קג"
02.2019,1530,"6,952 קג"
02.2019,2304,"27,731 קג"
02.2019,2305,"7,985 קג"
02.2019,2306,"3,599 קג"
02.2019,2312,"15,278 קג"
02.2019,256,877 קג
02.2019,257,"1,389 קג"
02.2019,813,"7,345 קג"
02.2019,814,"11,777 קג"
02.2019,815,"12,910 קג"
02.2019,2552,"5,503 קג"
02.2019,2307,"2,032 קג"
02.2019,836,"33,988 קג"
02.2019,1637,326 קג
02.2019,1638,310 קג
02.2019,1639,391 קג
02.2019,79,"4,628 קג"
02.2019,292,"10,768 קג"
02.2019,258,968 קג
02.2019,41,"60,183 קג"
02.2019,732,176 קג
02.2019,2029,"1,664 קג"
02.2019,1192,"1,370 קג"
02.2019,1135,"266,617 קג"
02.2019,466,147 קג
02.2019,129,"3,301 קג"
02.2019,130,"1,691 קג"
02.2019,131,"4,126 קג"
02.2019,1195,"2,136 קג"
02.2019,1196,"4,417 קג"
02.2019,922,"5,913 קג"
02.2019,923,"9,937 קג"
02.2019,928,"7,797 קג"
02.2019,2471,"1,517 קג"
02.2019,2472,"1,833 קג"
02.2019,1062,"7,717 קג"
02.2019,1063,"9,404 קג"
02.2019,1064,"9,929 קג"
02.2019,1005,"10,527 קג"
02.2019,1068,"13,065 קג"
02.2019,1069,"8,134 קג"
02.2019,1071,"2,811 קג"
02.2019,1006,"9,543 קג"
02.2019,868,"21,100 קג"
02.2019,1495,"3,040 קג"
02.2019,1496,"9,410 קג"
02.2019,2222,192 קג
02.2019,615,"3,178 קג"
02.2019,419,"31,046 קג"
02.2019,1147,"9,410 קג"
02.2019,1197,"3,454 קג"
02.2019,1198,"1,004 קג"
02.2019,1136,"28,812 קג"
02.2019,1087,"152,982 קג"
02.2019,1088,"808,117 קג"
02.2019,1081,"175,563 קג"
02.2019,444,"9,663 קג"
02.2019,445,"8,368 קג"
02.2019,1199,"1,121 קג"
02.2019,2332,"3,263 קג"
02.2019,757,902 קג
02.2019,624,"17,446 קג"
02.2019,625,"3,959 קג"
02.2019,523,"3,787 קג"
02.2019,524,"6,260 קג"
02.2019,525,"7,429 קג"
02.2019,526,"31,157 קג"
02.2019,527,"5,192 קג"
02.2019,2425,805 קג
02.2019,2372,"3,432 קג"
02.2019,2373,"2,956 קג"
02.2019,1509,"1,850 קג"
02.2019,1114,"24,799 קג"
02.2019,1115,"26,253 קג"
02.2019,201,688 קג
02.2019,202,690 קג
02.2019,203,440 קג
02.2019,204,438 קג
02.2019,758,"2,872 קג"
02.2019,759,"2,967 קג"
02.2019,760,"3,040 קג"
02.2019,771,"5,957 קג"
02.2019,772,"10,810 קג"
02.2019,309,"4,105 קג"
02.2019,764,"1,511 קג"
02.2019,765,"1,118 קג"
02.2019,766,"2,620 קג"
02.2019,1510,"2,200 קג"
02.2019,1511,"2,200 קג"
02.2019,122,527 קג
02.2019,123,523 קג
02.2019,714,"48,557 קג"
02.2019,627,"2,638 קג"
02.2019,2426,"1,262 קג"
02.2019,1512,"1,325 קג"
02.2019,715,"3,707 קג"
02.2019,851,"8,521 קג"
